MATRICULA;Admissão;Cargo;DESC. SITUACAO;DIAS DE FÉRIAS;Sindicato;DATA DEMISSÃO;COMUNICADO DE DESLIGAMENTO;DIAS_UTEIS
32269;;CONSULTOR FUNCIONAL SAP I;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32271;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32272;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32273;;DESENVOLVEDOR III;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32275;;DESENVOLVEDOR III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32277;;ASSISTENTE DE BPO II;Atestado;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32278;;ASSISTENTE DE BPO II;Férias;20.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32284;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32290;;ASSISTENTE DE BPO III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32292;;DESENVOLVEDOR III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32293;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32309;;DESENVOLVEDOR III;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32314;;ASSISTENTE DE BPO III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32331;;DESIGNER UX/UI III;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32336;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32337;;ASSISTENTE DE ADMINISTRACAO DE PESSOAS;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32343;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32344;;ASSISTENTE DE BPO I;Férias;15.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32345;;ASSISTENTE DE BPO I;Licença Maternidade;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;0
32351;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32356;;ANALISTA DE QUALIDADE DE SOFTWARE II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32369;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32380;;DESENVOLVEDOR III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32383;;ASSISTENTE DE BPO II;Férias;30.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32385;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32388;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32389;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32407;;DESENVOLVEDOR III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32420;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32423;;ANALISTA DE DADOS III;Férias;10.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32434;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32441;;ASSISTENTE DE BPO III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32449;;DESENVOLVEDOR III;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32455;;LIDER DE SAP;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32456;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32462;;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32472;;DESENVOLVEDOR I;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32473;;LIDER DE BPO;Férias;15.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32479;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32480;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32482;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32488;;GERENTE DE PROJETOS II;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32497;;ANALISTA ADMINISTRATIVO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32508;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32528;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32532;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32533;;;;;;2025-05-02;OK;0
32535;;DESENVOLVEDOR III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32536;;DESENVOLVEDOR III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32538;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32539;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32549;;ANALISTA DE SISTEMAS E NEGOCIOS II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32552;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32562;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32563;;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;22
32572;;LIDER DE BPO;Licença Maternidade;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;0
32577;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32585;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32589;;DESENVOLVEDOR II;Férias;30.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32592;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32594;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32614;;DESENVOLVEDOR II;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32622;;ANALISTA DE QUALIDADE DE SOFTWARE II;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32625;;DESENVOLVEDOR III;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32636;;;;;;2025-05-02;OK;0
32639;;DESENVOLVEDOR III;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32640;;DESENVOLVEDOR III;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32655;;ASSISTENTE DE BPO III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32662;;DEVELOPER III;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32672;;AGILE MASTER;Férias;5.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32677;;ANALISTA DE SUPORTE III;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32690;;ASSISTENTE DE BPO III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32701;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32702;;ASSISTENTE DE BPO III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32707;;DESENVOLVEDOR DE RPA I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32709;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32716;;TECH LEAD I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32726;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32728;;ASSISTENTE DE BPO III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32747;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32751;;ANALISTA CONTABIL-FISCAL III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32752;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32760;;ANALISTA DE SUPORTE II;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32761;;ANALISTA DE SISTEMAS E NEGOCIOS II;Férias;10.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32764;;DESIGNER UX/UI III;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32767;;ANALISTA DE SEGURANCA DA INFORMACAO II;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32776;;CONSULTOR FUNCIONAL SAP II;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32778;;DESENVOLVEDOR II;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32783;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32786;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32787;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32789;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32795;;ANALISTA DE COMUNICACAO E MARKETING III;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32798;;DESENVOLVEDOR II;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32803;;ANALISTA DE SEGURANCA DA INFORMACAO II;Férias;5.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32805;;ASSISTENTE DE BPO I;Trabalhando;;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;22
32812;;ANALISTA DE SUPORTE II;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32822;;ANALISTA DE QUALIDADE DE SOFTWARE I;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32825;;GERENTE DE PROJETOS I;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32848;;ANALISTA DE SISTEMAS E NEGOCIOS II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32855;;DESENVOLVEDOR II;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32867;;DESENVOLVEDOR III;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32868;;ANALISTA DE PMO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32879;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32880;;DESENVOLVEDOR III;Trabalhando;;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;22
32881;;DESENVOLVEDOR III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32902;;ANALISTA DE QUALIDADE DE SOFTWARE II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32903;;ENGENHEIRO DE DADOS I;Trabalhando;;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;22
32915;;ANALISTA DE SUPORTE I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32916;;ANALISTA DE SUPORTE I;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32917;;ANALISTA DE SUPORTE I;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32920;;ANALISTA DE QUALIDADE DE SOFTWARE I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32923;;ANALISTA DE SUPORTE I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32926;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32929;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32930;;ASSISTENTE DE BPO II;Licença Maternidade;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;0
32935;;ANALISTA DE SUPORTE I;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32938;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32946;;;;;;2025-05-02;OK;0
32948;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32957;;DESENVOLVEDOR III;Trabalhando;;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;22
32974;;AGILE MASTER;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
32975;;DESIGNER UX/UI II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
32982;;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
32992;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33007;;PRODUCT OWNER III;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33011;;DESENVOLVEDOR II;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33016;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33017;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33018;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33019;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33021;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33022;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33034;;CONSULTOR DE IMPLEMENTACAO III;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33040;;COORDENADOR DE GESTAO DA MUDANCA;Trabalhando;;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;22
33042;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33058;;DESENVOLVEDOR I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33060;;ASSISTENTE DE NEGOCIOS;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33073;;ASSISTENTE DE BPO III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33081;;CONSULTOR FUNCIONAL SAP I;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33082;;ANALISTA ADMINISTRATIVO I;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33083;;DESENVOLVEDOR III;Trabalhando;;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;22
33089;;ANALISTA DE NEGOCIOS I;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33090;;CONSULTOR FUNCIONAL SAP I;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33092;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33094;;ASSISTENTE DE BPO III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33095;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33099;;ANALISTA DE COMUNICACAO E MARKETING II;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33103;;ANALISTA DE NEGOCIOS I;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33106;;ANALISTA ADMINISTRATIVO I;Licença Maternidade;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;0
33107;;LIDER DE BPO;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33111;;ANALISTA DE COMUNICACAO E MARKETING I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33113;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33114;;ENTERPRISE AGILE COACH;Férias;15.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33117;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33119;;ANALISTA DE NEGOCIOS I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33129;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33132;;LIDER DE BPO;Férias;10.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33133;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33137;;TECH LEAD II;Trabalhando;;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;;21
33146;;CONSULTOR FUNCIONAL SAP III;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33150;;CONSULTOR FUNCIONAL SAP I;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33153;;DESENVOLVEDOR II;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33155;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33160;;CONSULTOR FUNCIONAL SAP II;Trabalhando;;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;;22
33161;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33162;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33165;;ASSISTENTE DE BPO II;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
33178;;CONSULTOR FUNCIONAL SAP I;Trabalhando;;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;;22
33179;;ASSISTENTE DE BPO I;Trabalhando;;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;;21
